timestamp,acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label
2025-01-27 14:11:42,-7.127578125,-0.33290771484375004,-3.55660400390625,-1.4732824427480915,1.5877862595419847,-1.4274809160305344,0.0
2025-01-27 14:11:43,-7.2664892578125,-0.36404296875000003,-3.59971435546875,-0.3969465648854962,0.9923664122137404,-0.8396946564885496,0.0
2025-01-27 14:11:44,-7.31199462890625,-1.5064672851562502,-3.3554223632812503,15.076335877862595,25.053435114503817,-6.1603053435114505,0.0
2025-01-27 14:11:45,-7.3048095703125,2.078876953125,-3.956572265625,-4.145038167938932,-14.67175572519084,30.03053435114504,0.0
2025-01-27 14:11:46,-5.094206542968751,-0.9651928710937501,-2.23934326171875,-30.366412213740457,-54.38931297709924,32.213740458015266,0.0
2025-01-27 14:11:47,-10.607541503906251,-1.1256591796875,-2.22976318359375,-11.068702290076336,16.80916030534351,2.1374045801526718,0.0
2025-01-27 14:11:48,-5.94204345703125,0.83586181640625,-1.9495458984375,5.374045801526718,20.374045801526716,-21.48854961832061,0.0
2025-01-27 14:11:49,-8.370593261718751,-1.14242431640625,-5.12294677734375,6.549618320610687,10.427480916030534,-3.5572519083969465,0.0
2025-01-27 14:11:50,-5.46782958984375,0.3400927734375,-3.2045361328125,0.916030534351145,26.80916030534351,-11.206106870229007,0.0
2025-01-27 14:11:51,-8.229287109375,-0.57240966796875,-1.62142822265625,5.633587786259542,20.022900763358777,-14.389312977099237,0.0
2025-01-27 14:11:52,-10.89015380859375,0.5891748046875,-3.5949243164062503,54.06106870229008,-0.4961832061068702,33.14503816793893,0.0
